Proveedor,RUC_PROVEEDOR,División,Departamento,Fecha Proceso,Documento (OC - GR),Marca,Tipo Producto,Tipo Marca,Sucursal Destino,MH,Tarifas S/. CROSS,Tarifas S/. PICK,Tarifas S/. DEV,Unidades CROSS,Unidades PICK,Unidades DEV,Stock S/. CROSS,Stock S/. PICK,Stock S/. DEV,Costo Log S/. CROSS,Costo Log S/. PICK,Costo Log S/. DEV
PRETORIAN BRANDS S.A.C.,2060584919,DEPORTES,BICICLETAS Y MAQUINAS,11/01/2022,2482853,REEBOK,BT - OTROS,TERCERAS,CD ALDEA6,BT,44.45,0.00,0.00,21,,,60638.13,,,933.45,,
PRETORIAN BRANDS S.A.C.,2060584919,DEPORTES,BICICLETAS Y MAQUINAS,19/01/2022,2484139,ADIDAS,BT - OTROS,TERCERAS,CD ALDEA6,BT,44.45,0.00,0.00,8,,,24664.68,,,355.60,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,14/01/2022,2482495,LG,BT - OTROS,TERCERAS,CD ALDEA6,BT,54.80,0.00,0.00,422,,,1239458.03,,,23126.11,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,15/01/2022,2482495,LG,BT - OTROS,TERCERAS,CD ALDEA6,BT,42.05,0.00,0.00,320,,,721138.27,,,13455.17,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,17/01/2022,2482495,LG,BT - OTROS,TERCERAS,CD ALDEA6,BT,36.45,0.00,0.00,558,,,1090160.65,,,20340.48,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,LINEA BLANCA,04/01/2022,5460078006,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,39.74,,,2,,,4260,,,79.48
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484447,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,0.00,2.44,0.00,,112,,,54841.64,,,272.87,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,ELECTRODOMESTICOS,19/01/2022,2484446,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,2.46,0.00,0.00,38,,,18804.81,,,93.56,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,20/01/2022,2483886,LG,BT - OTROS,TERCERAS,CD ALDEA6,BT,0.00,14.69,0.00,,175,,,459934.23,,,2571.49,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,17/01/2022,2483885,LG,SB,TERCERAS,CD Villa El Salvador,SB,0.00,7.15,0.00,,353,,,451371.09,,,2523.61,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,17/01/2022,2483883,LG,SB,TERCERAS,CD Villa El Salvador,SB,8.73,0.00,0.00,127,,,198203.41,,,1108.15,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,TV-VIDEO,04/01/2022,5460078006,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,0.00,0.00,13.66,,,4,,,9771,,,54.63
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,06/01/2022,2475962,LG,SB,TERCERAS,CD Villa El Salvador,SB,6.78,0.00,0.00,95,,,115185.75,,,644.00,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,06/01/2022,2475962,LG,SBN,TERCERAS,CD Villa El Salvador,SBN,4.91,0.00,0.00,549,,,482483.7,,,2697.56,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,14/01/2022,2475962,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,6.04,0.00,0.00,1,,,1079.79,,,6.04,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,07/01/2022,2475962,LG,BT - OTROS,TERCERAS,CD Villa El Salvador,BT,4.88,0.00,0.00,507,,,442933.03,,,2476.43,,
LG ELECTRONICS PERU S.A.,2037575534,ELECTROHOGAR,AUDIO,12/01/2022,2475962,LG,SB,TERCERAS,CD Villa El Salvador,SB,2.82,0.00,0.00,16,,,8056.32,,,45.04,,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,20/01/2022,2484423,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,145,,,6603.42,,,25.94,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,20/01/2022,2484423,MAYBELLINE,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,1633,,,49867.39,,,292.16,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,15/01/2022,2483756,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,753,,,32824.75,,,134.72,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,15/01/2022,2483756,MAYBELLINE,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,1488,,,43007.84,,,266.22,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2022,2482857,L`OREAL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,1179,,,46292.81,,,210.94,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2022,2482857,MAYBELLINE,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,2525,,,73399.86,,,451.75,
LOREAL PERU S.A.,2041641401,BELLEZA,PERF. SEMI-SELECTIVA,12/01/2022,2482857,L'OREAL MAQ.,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,44,,,2268.2,,,7.87,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,20/01/2022,2483943,REEBOK,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1842,,,77490.76,,,411.94,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,20/01/2022,2483942,REEBOK,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,311,,,17035.06,,,288.64,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,20/01/2022,2483934,REEBOK,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,2000,,,42490.8,,,346.80,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,20/01/2022,2483934,REEBOK,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,240,,,3359.2,,,41.62,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,20/01/2022,2483933,REEBOK,PQ,TERCERAS,CD Villa El Salvador,SB,0.17,0.00,0.00,10,,,128.1,,,1.73,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,20/01/2022,2483933,REEBOK,PQ,TERCERAS,CD Villa El Salvador,FLT,0.17,0.00,0.00,4,,,161.88,,,0.69,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482037,REEBOK,PQ,TERCERAS,CD Villa El Salvador,SB,0.17,0.00,0.00,110,,,3985.9,,,19.07,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482037,REEBOK,PQ,TERCERAS,CD Villa El Salvador,FLT,0.17,0.00,0.00,25,,,806.75,,,4.34,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482038,REEBOK,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,1950,,,59849.9,,,338.13,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482038,REEBOK,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,270,,,8415.65,,,46.82,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482012,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,116,,,5356.33,,,25.94,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482002,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,1430,,,46489.3,,,247.96,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482002,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,1600,,,31968,,,277.44,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482010,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,0.00,0.17,0.00,,1070,,,31129.9,,,185.54,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482010,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,FLT,0.00,0.17,0.00,,5,,,74.3,,,0.87,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482011,ADIDAS,RTW,TERCERAS,CD Villa El Salvador,RTW,2.38,0.00,0.00,49,,,3453.94,,,116.52,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482011,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,38,,,2152.98,,,35.27,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,12/01/2022,2482009,ADIDAS,PQ,TERCERAS,CD Villa El Salvador,SB,0.17,0.00,0.00,80,,,3570.9,,,13.87,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,08/01/2022,2482031,REEBOK,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,564,,,25296.46,,,126.13,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,08/01/2022,2482014,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,278,,,12302.36,,,258.01,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,08/01/2022,2482015,ADIDAS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,3553,,,133638.97,,,794.59,
ADIDAS PERU S.A.C,2034710031,DEPORTES,TEXTIL TERCEROS DEPORTES,08/01/2022,2482030,REEBOK,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,121,,,7090.51,,,112.30,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,19/01/2022,2484046,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,6313,,,650836.08,,,2117.75,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,20/01/2022,2484064,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1380,,,132228,,,462.93,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,20/01/2022,2484053,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,527,,,57553.08,,,777.86,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,20/01/2022,2484059,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,216,,,20794.56,,,318.82,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,07/01/2022,2480768,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1008,,,95892.72,,,338.14,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,07/01/2022,2480764,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,252,,,27416.64,,,371.96,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,07/01/2022,2480766,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,2820,,,278562,,,946.00,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,07/01/2022,2480767,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,108,,,10089.72,,,159.41,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,12/01/2022,2482615,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,156,,,20087.88,,,230.26,,
ADIDAS PERU S.A.C,2034710031,DEPORTES,ZAPATILLAS TERCERO,12/01/2022,2482611,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1596,,,182167.56,,,535.39,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,11/01/2022,2482389,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,336,,,25465.92,,,112.71,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,11/01/2022,2482490,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,672,,,47859.84,,,225.43,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,11/01/2022,2482388,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,108,,,11504.52,,,36.23,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,11/01/2022,2482387,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,72,,,4881.72,,,106.27,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO JUVENIL URBANO,11/01/2022,2482487,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,48,,,3418.56,,,70.85,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,11/01/2022,2482403,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,120,,,17277.6,,,177.12,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,11/01/2022,2482402,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1284,,,191054.76,,,430.73,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,11/01/2022,2482404,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,468,,,37756.92,,,156.99,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,11/01/2022,2482494,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,276,,,30969.96,,,92.59,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO MUJER URBANO,11/01/2022,2482482,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,24,,,2693.04,,,35.42,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,11/01/2022,2482396,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,201,,,24307.65,,,296.68,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,11/01/2022,2482395,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1191,,,140012.43,,,399.53,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,11/01/2022,2482397,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,708,,,71818.44,,,237.51,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,11/01/2022,2482497,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,72,,,7710.72,,,106.27,,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,11/01/2022,2482498,REEBOK,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,852,,,91981.08,,,285.81,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,20/01/2022,2484354,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,1764,,,112284.12,,,591.75,
ADIDAS PERU S.A.C,2034710031,CALZADO,TERCERA CALZADO HOMBRE URBANO,20/01/2022,2484353,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,168,,,19159.32,,,247.97,,
ADIDAS PERU S.A.C,2034710031,CALZADO,CALZADO ESCOLAR,15/01/2022,2482517,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,0.00,0.34,0.00,,2952,,,199977.96,,,990.28,
ADIDAS PERU S.A.C,2034710031,CALZADO,CALZADO ESCOLAR,15/01/2022,2482521,ADIDAS,SHO,TERCERAS,CD Villa El Salvador,SHO,1.48,0.00,0.00,96,,,6591.36,,,141.70,,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2022,2482250,COVERGIRL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,90,,,2994.48,,,16.10,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,11/01/2022,2482250,MAX FACTOR,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,34,,,1039.83,,,6.08,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,14/01/2022,2482805,COVERGIRL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,278,,,7163.61,,,49.74,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,14/01/2022,2482805,MAX FACTOR,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.49,0.00,,3,,,99.15,,,1.48,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,14/01/2022,2482805,MAX FACTOR,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,677,,,22102.82,,,121.12,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,14/01/2022,2482281,JEANNE ARTHES,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,300,,,7098,,,53.67,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SEMI-SELECTIVA,04/01/2022,2480025,COVERGIRL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,740,,,18766.4,,,132.39,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,GIVENCHY,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,306,,,83127.02,,,54.75,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,HUGO BOSS,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,332,,,81120.91,,,59.40,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,MARC JACOBS,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,16,,,4151.56,,,2.86,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,LACOSTE,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,92,,,20286.95,,,16.46,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,CACHAREL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,32,,,5661.1,,,5.73,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,GUERLAIN,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,2,,,157.42,,,0.36,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,ELIZABETH ARDEN,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,63,,,9809.45,,,11.27,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,GIORGIO ARMANI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,31,,,8456.25,,,5.55,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,LANCOME,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,110,,,18323.05,,,19.68,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,CHANEL,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,105,,,34793.64,,,18.79,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,TOUS,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,184,,,21286.75,,,32.92,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,YVES SAINT LAURENT,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,33,,,9406.98,,,5.90,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,CHRISTIAN DIOR,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,313,,,80838.33,,,56.00,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,GUCCI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,10,,,3325.4,,,1.79,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,DOLCE & GABANNA,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,162,,,44583.78,,,28.98,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,ISSEY MIYAKE,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,5,,,1369.85,,,0.89,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,RALPH LAUREN,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,31,,,7303.14,,,5.55,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,CALVIN KLEIN,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,147,,,32786.59,,,26.30,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,BULGARI,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,49,,,12527.34,,,8.77,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,KENZO,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,11,,,2998.98,,,1.97,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482269,AZZARO,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,5,,,759.65,,,0.89,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482235,ELIZABETH ARDEN,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,53,,,7650.91,,,9.48,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,11/01/2022,2482232,CHRISTIAN DIOR,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,102,,,34241.13,,,18.25,
PERFUMERIAS UNIDAS S.A.,2010103177,BELLEZA,PERF. SELECTIVA,14/01/2022,2482277,TOUS,J&C,TERCERAS,CD Villa El Salvador,J&C,0.00,0.18,0.00,,666,,,49217.4,,,119.16,
COMEXA COMERCIALIZADORA EXTRANJERA,2043106287,INFANTIL,RODADOS,20/01/2022,2484479,AVENT,SB,TERCERAS,CD Villa El Salvador,SB,1.58,0.00,0.00,72,,,18484.56,,,113.81,,
COMEXA COMERCIALIZADORA EXTRANJERA,2043106287,INFANTIL,RODADOS,12/01/2022,5460078049,INFANTI,SB,TERCERAS,CD Villa El Salvador,SB,0.00,0.00,1.26,,,1,,,177,,,1.26
BRANDSMART INTERNATIONAL S.A.C.,2060241389,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,19/01/2022,2484455,BRONCO,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,2838,,,201262.76,,,634.69,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,20/01/2022,2484455,BRONCO,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,690,,,66660.9,,,154.31,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,18/01/2022,2483887,LOIS,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,750,,,56691.93,,,167.73,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,HOMBRE,MARCAS JUVENIL NACIONAL HOMBRE,18/01/2022,2483903,BRONCO,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,8,,,732.16,,,7.42,,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,MUJER,MARCAS JUVENIL NACIONAL MUJER,19/01/2022,2484006,BRONCO,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,57,,,2501.41,,,52.90,,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,MUJER,MARCAS JUVENIL NACIONAL MUJER,19/01/2022,2484007,BRONCO,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1401,,,60136.3,,,313.32,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,MUJER,MARCAS JUVENIL NACIONAL MUJER,17/01/2022,2483589,MACHINE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.00,0.22,0.00,,1446,,,78253.08,,,323.38,
BRANDSMART INTERNATIONAL S.A.C.,2060241389,MUJER,MARCAS JUVENIL NACIONAL MUJER,17/01/2022,2483588,MACHINE,FLT,TERCERAS,CD Villa El Salvador,FLT,0.93,0.00,0.00,88,,,4609.92,,,81.67,,
